id|songId|verseNumber|verseContent
2360|654|3 |"A day of sweet reflection
Thou art, a day of love;
A day to raise affection
From earth to things above.
New graces ever gaining
From this our day of rest,
We seek the rest remaining
In mansions of the blest.
"
2361|655|1 |"Safely through another week
God has brought us on our way;
Let us now a blessing seek,
Waiting in His courts today;
Day of all the week the best,
Emblem of eternal rest;
Day of all the week the best,
Emblem of eternal rest.
"
2362|655|2 |"While we seek supplies of grace,
Through the dear Redeemer's name,
Show Thy reconciling face,
Take away the sin and shame;
From our worldly cares set free
May we rest this day in Thee.
From our worldly cares set free
May we rest this day in Thee.
"
2363|655|3 |"When the more shall bid us rise,
May we feel Thy presence near,
May Thy glory meet our eyes
When we in Thy house appear;
Here afford us, Lord, a taste
Of our everlasting feast.
Here afford us, Lord, a taste
Of our everlasting feast.
"
2364|655|4 |"May the gospel's joyful sound
Conquer sinners, comfort saints;
Make the fruits of grace abound,
Bring relief to all complaints;
Thus may all our Sabbaths be
Till we we rise to reign with Thee.
Thus may all our Sabbaths be
Till we we rise to reign with Thee.
"
2365|656|1 |"Crowning jewel of creation,
Blest and hallowed, sanctified;
Time and changes all transcending,
Shared forever, glorified.
"
2366|656|2 |"Sin and sickness, prayer and weeping
Cease at close of earthly days;
But Thy Sabbath is eternal,
Joyful thanks to Thee we raise!
"
2367|656|3 |"Teach us, Lord, in storm or sunshine
How to truly rest in Thee,
May Thy Sabbath peace enfold us
And our shelter ever be.
"
2368|657|1 |"The sacred anthem slowly rang
Across the fields of praise,
When earth's first Sabbath made complete
All creatures and all days.
Walking with God, there,
Woman and man together share
The blessed Sabbath mood;
And in that green and golden world
Know all God's works are good.
"
2369|657|2 |"But now in our diminished lives
We sing a blemished song;
The earth is worn and disarrayed
And all our work goes wrong.
Still in our worship,
Joining in praise and fellowship,
By Sabbath radiance blessed,
We put our doubt and fear away
And rest within God's rest.
"
2370|657|3 |"And arching over time and space
The Lord of Sabbaths wills
Renewal for the weary earth
And healing for our ills.
Hearts will rejoice then;
There will be no more weeping, when
We know and shall be known.
With hosts of the redeemed we'll sing
Around God's shining throne.
"
2371|658|1 |"Come, O Sabbath day, and bring
Peace and healing on thy wing;
And to every troubled breast
Speak of the divine behest:
Thou shalt rest,
Thou shalt rest!
"
2372|658|2 |"Earthly longings bid retire,
Quench the passions' hurtful fire;
To the wayward, sin oppressed,
Bring thou thy divine behest:
Thou shalt rest,
Thou shalt rest!
"
2373|658|3 |"Wipe from every cheek the tear,
Banish care and silence fear;
All things working for the best,
Teach us the divine behest:
Thou shalt rest,
Thou shalt rest!
"
2374|659|1 |"Don't forget the Sabbath,
The Lord our God hath blessed,
Of all the week the brightest,
Of all the week the best;
It brings repose from labor,
It tells of joy divine,
Its beams of light descending,
With heavenly beauty shine.
"
2375|659|2 |"Keep the Sabbath holy,
And worship Him today,
Who said to His disciples,
""I am the living way;""
And if we meekly follow
Our Savior here below,
He'll give us of the fountain
Whose streams eternal flow.
"
2376|659|3 |"Day of sacred pleasure!
Its golden hours we'll spend
In thankful hymns to Jesus,
The children's dearest Friend;
O gentle loving, Savior,
How good and kind Thou art,
How precious is Thy promise
To dwell in every heart!
"
2377|660|1 |"Light of light, enlighten me,
Now anew the day is dawning;
Sun of grace, the shadows flee;
Brighten Thou my Sabbath morning;
With Thy joyous sunshine blest,
Happy is my day of rest.
"
2378|660|2 |"Let me with my heart today,
Holy, holy, holy, singing,
Rapt awhile from earth away,
All my soul to Thee up springing,
Have a foretaste inward given
How they worship Thee in heaven.
"
2379|660|3 |"Hence all care, all vanity!
For the day to God is holy;
Come, Thou glorious Majesty,
Deign to fill this temple lowly;
Nought today my soul shall move,
Simply resting in Thy love.
"
2380|661|1 |"We love Thy Sabbath, Lord,
And worship at Thy will;
Oh may these hours sweet peace afford
And deeper faith instill.
"
2381|661|2 |"Thine angels sang for joy
Creation's work to see;
We too, this day, would raise our hearts
In grateful praise to Thee.
"
2382|661|3 |"Praise for Thy wondrous love,
That sealed this sacred day,
A sign that all may understand
We own Thy sovereign sway.
"
2383|661|4 |"O great Creator King,
Through Thy redeeming grace,
Renew and sanctify our hearts
That we may see Thy face.
"
2384|661|5 |"And with the white-robed throng,
Upon Mount Sion be,
And joyful sing our Sabbath song
Through all eternity.
"
2385|662|1 |"Welcome, welcome, day of rest,
To the world in kindness given;
Welcome to this humble breast,
As the beaming light from heaven.
"
2386|662|2 |"Day of calm and sweet repose,
Gently now thy moments run;
Balm to soothe our cares and woes,
Till our labor here is done.
"
2387|662|3 |"Holy day that most we prize,
Day of solemn praise and prayer,
Day to make the simple wise,
O, how great thy blessings are!
"
2388|662|4 |"Welcome, welcome, day of rest,
With thy influence all divine;
May thy hallowed hours be blessed
To this waiting heart of mine.
"
2389|663|1 |"Dear Lord, we come at set of sun,
And at Your feet we kneel
To worship You, Creator, King,
This day, Your sign and seal.
"
2390|663|2 |"Our earthly tasks we lay aside,
According to Your Word,
To enter now Your holy rest,
The Sabbath of the Lord.
"
2391|663|3 |"Sweet Sabbath rest, your sacred hours
Are as a golden chain
That reaches back to Eden's gate
And points us home again.
"
2392|663|4 |"And when this earth shall be renewed,
And sin and death destroyed,
Shall all redeemed each Sabbath day
Still meet to praise their God.
"
2393|664|1 |"Lord of the Sabbath and its light,
I hail Thy hallowed day of rest;
It is my weary soul's delight,
The solace of my care-worn breast,
The solace of my care-worn breast.
"
2394|664|2 |"O sacred day of peace and joy,
Thy hours are ever dear to me;
Ne'er may a sinful thought destroy
The holy calm I find in thee,
The holy calm I find in thee.
"
2395|664|3 |"How sweetly now they glide along!
How hallowed is the calm they yield!
Transporting is their rapturous song,
And heavenly visions seem revealed,
And heavenly visions seem revealed.
"
2396|664|4 |"O Jesus, let me ever hail
Thy presence with the day of rest;
Then will Thy servant never fail
To deem Thy Sabbath doubly blest,
To deem Thy Sabbath doubly blest.
"
2397|665|1 |"Far from all care we hail the Sabbath morning;
O'er waving fields and from the distant sea
Swell notes of praise in harmony resounding
As all creation turns her heart to Thee.
"
2398|665|2 |"Though man alone, Lord, of Thy great creation
Fails now to laud Thee for Thy love and power,
Yet still a remnant love Thee and remember
Thy holy law and each sweet Sabbath hour.
"
2399|665|3 |"Lord of the Sabbath, Savior and Creator,
Calm now the throbbings of each troubled breast.
Speak to our hearts the peace of Thy commandments,
Breathe on each soul fair Eden's hallowed rest.
"
2400|665|4 |"Strong in Thy might and quiet in Thy meekness,
May we Thine image bear from day to day.
Then may we enter pearly gates eternal
And sing redemption's song each Sabbath day.
"
2401|666|1 |"As birds unto the genial homeland fly,
The winter's cold and low'ring skies to flee,
So seeks my soul Thy gracious presence here
And finds, O God, its rest and peace in Thee.
"
2402|666|2 |"Here at Thy shrine we leave all vexing care,
Forget the disappointment, grief and tear,
And on the wings of hopeful song and prayer
We rise, and rising feel Thy Spirit here.
"
2403|666|3 |"Bless all who spend this night in pain and woe,
The burdened heart, the fainting, and distressed,
Thy comfort send to darkened homes bereaved,
Thy saving help to those by want oppressed.
"
2404|666|4 |"Come, Sabbath joy, each trusting heart now fill,
And blissful peace within our homes abide,
May thankful praise each grateful heart now thrill,
And to God's loving care their lives confide.
"
2405|667|1 |"Lord God, Your love has called us here,
As we, by love, for love were made.
Your living likeness still we bear
Tho' marred, dishonored, disobeyed.
We come, with all our heart and mind
Your call to hear, Your love to find.
"
2406|667|2 |"We come with self-inflicted pains
Of broken trust and chosen wrong,
Half-free, half-bound by inner chains,
By social forces swept along,
By powers and systems close confined,
Yet seeking hope for humankind.
"
2407|667|3 |"Lord God, in Christ You call our name,
And then receive us as Your own,
Not thro' some merit, right, or claim,
But by Your gracious love alone.
We strain to glimpse Your mercy-seat,
And find You kneeling at our feet.
"
2408|667|4 |"Then take the towel, and break the bread,
And humble us, and call us friends.
Suffer and serve till all are fed
And show how grandly love intends
To work till all creation sings,
To fill all worlds, to crown all things.
"
2409|667|5 |"Lord God, in Christ You set us free
Your life to live, Your joy to share.
Give us Your Spirit's liberty
To turn from guilt and dull despair
And offer all that faith can do,
While love is making all things new.
"
2410|668|1 |"An upper room did our Lord prepare
For those He loved until the end:
And His disciples still gather there,
To celebrate their risen Friend.
"
2411|668|2 |"And after supper He washed their feet,
For service, too, is sacrament.
In Him our joy shall be made complete
Sent out to serve, as He was sent.
"
2412|668|3 |"A lasting gift Jesus gave His own:
To share His bread, His loving cup.
Whatever burdens may bow us down,
He by His cross shall lift us up.
"
2413|668|4 |"No end there is! we depart in peace.
He loves beyond our uttermost:
In every room in our Father's house,
He will be there, as Lord and host.
"
2414|669|1 |"Bread of the world in mercy broken,
Wine of the soul in mercy shed,
By whom the words of life are spoken,
And in whose death our sins are dead;
"
2415|669|2 |"Look on the heart by sorrow broken,
Look on the tears by sinners shed;
And be Thy feast to us the token
That by Thy grace our souls are fed. Amen.
"
2416|670|1 |"Beneath the forms of outward rite
Thy supper, Lord, is spread
In every quiet upper room
Where fainting souls are fed.
"
2417|670|2 |"The bread is always consecrate
Which men divide with men;
And every act of brotherhood
Repeats Thy feast again.
"
2418|670|3 |"The blessed cup is only passed
True memory of Thee,
When life anew pours out its wine
With rich sufficiency.
"
2419|670|4 |"O Master, through these symbols shared,
Thine own dear self impart,
That in our daily life may flame
The passion of Thy heart.
"
2420|671|1 |"I come with joy to meet my Lord,
Forgiven, loved and free,
In awe and wonder to recall
His life laid down for me,
His life laid down for me.
"
2421|671|2 |"I come with Christians far and near
To find, as all are fed,
Our true community of love
In Christ's communion bread,
In Christ's communion bread.
"
2422|671|3 |"As Christ breaks bread for us to share
Each proud division ends.
That love that made us makes us one,
And strangers now are friends,
And strangers now are friends.
"
2423|671|4 |"And thus with joy we meet our Lord.
His presence always near,
Is in such friendship better known:
We see and praise Him here,
We see and praise Him here.
"
2424|671|5 |"Together met, together bound,
We'll go our diff'rent ways,
And as His people in the world,
We'll live and speak His praise,
We'll live and speak His praise.
"
2425|672|1 |"In imitation, Lord of Thee,
This solemn service we repeat;
For Thine example, full of grace,
Has made this humble duty sweet.
"
2426|672|2 |"Renew each sacred spark of love,
And vitalize the holy flame;
May union strong our hearts unite
While this we do in Jesus' name.
"
2427|672|3 |"Our great example Thou shalt be,
In washing Thy disciples feet;
And as we follow Thy command,
Make Thou our fellowship complete.
"
2428|673|1 |"By Christ redeemed, In Christ restored,
We keep the memory adored,
And show the death of our dear Lord,
Until He come.
"
2429|673|2 |"His broken body in our stead
Is here, in this memorial bread;
And so our feeble love is fed,
Until He come.
"
2430|673|3 |"His fearful drops of agony,
His lifeblood shed for us we see;
The wine shall tell the mystery,
Until He come.
"
2431|673|4 |"And thus that dark betrayal night,
With the last advent we unite
The shame, the glory, by this rite,
Until He come.
"
2432|674|1 |"Let us break bread together on our knees;
let us break bread together on our knees.
When I fall on my knees
With my face to the rising sun,
O Lord, have mercy on me.
"
2433|674|2 |"Let us drink wine together on our knees;
let us drink wine together on our knees.
When I fall on my knees
With my face to the rising sun,
O Lord, have mercy on me.
"
2434|674|3 |"Let us praise God together on our knees;
let us praise God together on our knees.
When I fall on my knees
With my face to the rising sun,
O Lord, have mercy on me.
"
2435|675|1 |"Now let us from this table rise
Renewed in body, mind, and soul;
With Christ we die and live again,
His selfless love has made us whole.
"
2436|675|2 |"With minds alert, upheld by grace,
To spread the word in speech and deed,
We follow in the steps of Christ,
At one with all in hope and need.
"
2437|675|3 |"To fill each human house with love,
It is the sacrament of care;
The work that Christ began to do
We humbly pledge ourselves to share.
"
2438|675|4 |"Then grant us courage, Father God,
To choose again the pilgrim way
And help us to accept with joy
The challenge of tomorrow's day.
"
2439|676|1 |"O God, unseen, yet ever near,
Reveal Thy presence now
While we in love that hath no fear,
Before Thy glory bow.
"
2440|676|2 |"Here may Thy faithful people know
The blessings of Thy love,
The streams that thro' the dessert flow,
The manna from above.
"
2441|676|3 |"We come, obedient to Thy Word
To feast on heav'nly food,
Our meat, the body of our Lord,
Our drink, His precious blood.
"
2442|676|4 |"Thus may we all Thy words obey,
For we, O God, are Thine,
And go rejoicing on our way,
Renewed by strength divine.
"
2443|677|1 |"Love consecrates the humblest act
And hallows mercy's deeds;
It sheds a benediction sweet
And hallows human needs.
"
2444|677|2 |"When in the shadow of the cross
Christ knelt and washed the feet
Of His disciples, He gave us
A sign of love complete.
"
2445|677|3 |"Love serves and willing, stoops to serve;
What Christ in love so true
Has freely done for one and all,
Let us now gladly do!
"
2446|678|1 |"Sent forth by God's blessing,
Our true faith confessing,
The people of God from His dwelling take leave.
The supper is ended.
Oh, now be extended
The fruits of this service in all who believe.
The seed of His teaching,
Receptive souls reaching,
Shall blossom in action for God and for all.
His grace did invite us,
His love shall unite us
To work for God's kingdom and answer His call.
"
2447|678|2 |"With praise and thanksgiving
To God ever-living,
The tasks of our everyday life we will face.
Our faith ever sharing,
In love ever caring,
Embracing His children of each tribe and race.
With Your feast You feed us,
With Your light now lead us;
Unite us as one in this life that we share.
Then may all the living
With praise and thanksgiving
Give honor to Christ and His name that we bear.
"
2448|679|1 |"Lord, enthroned in heav'nly splendor,
First begotten from the dead,
You alone, our strong defender,
Lifting up Your people's head.
Alleluia,
Jesus, true and living Bread!
"
2449|679|2 |"Tho' the lowliest form now veil You
As of old in Bethlehem,
Here as there Your angels hail You
Branch and flow'r of Jesse's stem.
Alleluia,
We in worship join with them.
"
2450|679|3 |"Paschal Lamb, Your off'ring finished
Once for all when You were slain,
In its fullness undiminished
Shall forever more remain.
Alleluia,
We in worship join with them.
"
2451|679|4 |"Life-imparting heav'nly manna,
Stricken rock with streaming side,
Heav'n and earth with loud hosanna
Worship You the Lamb who died.
Alleluia,
Ris'n, ascended, glorified!
"
2452|680|1 |"Jesus invites His saints
To meet around His board,
And sup in memory of the death
And sufferings of their Lord.
"
2453|680|2 |"We take the bread and wine
As emblems of Thy death;
Lord, raise our souls above the sign,
To feast on Thee by faith.
"
2454|680|2 |"Faith eats the bread of life,
And drinks the living wine;
It looks beyond this scene of strife
Unites us to the Vine.
"
2455|680|4 |"Soon shall the night be gone,
Our Lord will come again;
The marriage supper of the Lamb
Will usher in His reign.
"
2456|681|1 |"Thy broken body, gracious Lord,
Is shadowed by this broken bread;
The wine which in this cup is poured,
Points to the blood which Thou hast shed.
"
2457|681|2 |"And while we meet together thus,
We show that we are one in Thee;
Thy precious blood was shed for us,
Thy death, O Lord, hast set us free!
"
2458|681|3 |"We have one hope that Thou wilt come,
Thee in the air we wait to see;
When Thou wilt give Thy saints a home,
And we shall ever reign with Thee.
"
2459|682|1 |"The Son of God proclaim,
The Lord of time and space;
The God who bade the light break forth
Now shines in Jesus' face.
"
2460|682|2 |"Behold His outstretched hands,
Though all was in His power
He took the towel and basin then,
And serves us in this hour.
"
2461|682|3 |"He, God's creative word,
The church's Lord and head,
Here bids us gather as His friends,
And share His wine and bread.
"
2462|682|4 |"The Lord of life and death
With wondering praise we sing;
We break the bread at His command,
And name Him God and King.
"
2463|682|5 |"We take this cup in hope:
For He, who gladly bore
The shameful cross, is ris'n again,
And reigns forevermore.
"
2464|683|1 |"Look upon Jesus, sinless is He;
Father, impute His life unto me.
My life of scarlet, my sin and woe,
Cover with His life, whiter than snow.
"
2465|683|2 |"Deep are the wounds transgression has made;
Red are the stains; my soul is afraid.
O to be covered, Jesus, with Thee,
Safe from the law that now judgeth me!
"
2466|683|3 |"Longing the joy of pardon to know;
Jesus holds out a robe white as snow;
""Lord, I accept it! leaving my own,
Gladly I wear Thy pure life alone.""
"
2467|683|4 |"Reconciled by His death for my sin,
Justified by His life pure and clean,
Sanctified by obeying His word,
Glorified when returneth my Lord.
"
2468|684|1 |"God has spoken by His prophets,
Spoken His unchanging Word,
Each from age to age proclaiming
God, the one, the righteous Lord.
Mid the world's despair and turmoil,
One firm anchor holding fast;
God is King, His throne eternal,
God the first, and God the last.
"
2469|684|2 |"God has spoken by Christ Jesus,
Christ, the everlasting Son,
Brightness of the Father's glory,
With the Father ever one;
Spoken by the Word incarnate,
God of God, ere time began,
Light of light, to earth descending,
Man, revealing God to man.
"
2470|684|3 |"God yet speaks by His own Spirit
Speaking to the hearts of men,
In the agelong Word expounding
God's own message, now as then;
Through the rise and fall of nations
One sure faith yet standing fast,
God is King, His Word unchanging,
God the first, and God the last.
"
2471|685|1 |"Fruitful trees, the Spirit's sowing,
May we ripen and increase,
Fruit to life eternal growing,
Rich in love and joy and peace.
"
2472|685|2 |"Laden branches freely bearing
Gifts the Giver loves to bless;
Here is fruit that grows by sharing,
Patience, kindness, gentleness.
"
2473|685|3 |"Rooted deep in Christ, our Master,
Christ, our pattern and our goal,
Teach us, as the years fly faster,
Goodness, faith, and self-control.
"
2474|685|4 |"Fruitful trees, the Spirit's tending,
May we grow till harvests cease;
Till we taste, in life unending,
Heaven's love and joy and peace.
"
2475|686|1 |"Christ, the Lord, all power possessing,
Parting, mounted heaven's height,
Gracious hands outstretched in blessing,
Clouds received His from their sight.
Christ ascended, Christ ascended,
Christ ascended on the clouds.
Christ ascended on the clouds.
"
2476|686|2 |"Daniel views earth's judgment hour,
Angels gathering, open books.
God enthroned in flaming power
For His Son's arrival looks.
Christ approaches, Christ approaches,
Christ approaches on the clouds.
Christ approaches on the clouds.
"
2477|686|3 |"Revelation's word fulfilling,
Trumpet, voices pierce the air.
Saint and sinner fainting, thrilling,
Every eye behold Him there.
Christ is coming, Christ is coming,
Christ is coming on the clouds.
Christ is coming on the clouds.
"
2478|687|1 |"The judgment has set, the books have been opened;
How shall we stand in that great day
When every thought, and word, and action,
God, the righteous Judge, shall weigh?
"
2479|687|2 |"The work is begun with those who are sleeping,
Soon will the living here be tried,
Out of the books of God's remembrance,
His decision to abide.
"
2480|687|3 |"O, how shall we stand that moment of searching,
When all our sins those books reveal?
When from that court, each case decided,
Shall be granted no appeal?
"
2481|688|1 |"O solemn thought and can it be
The hour of judgment now is come;
Which soon must fix our destiny,
And seal the sinner's fearful doom?
Yes, it is so; the judgment hour
Is swiftly hastening to its close;
Then will the Judge, in mighty power,
Descend in vengeance on His foes.
"
2482|688|2 |"He who came down to earth to die
An offering for the sins of men,
And then ascended up on high,
And will e'er long return again,
Is standing now before the ark,
And mercy seat and cherubim,
To plead His blood for saints, and make
The last remembrance of their sin.
"
2483|688|3 |"The solemn moment is at hand
When we who have His name confessed,
Each in his lot must singly stand,
And pass the final, searching test.
Jesus! we hope in Thee alone;
In mercy now upon us look,
Confess our names before the throne,
And blot our sins from out Thy book.
"
2484|688|4 |"O blessed Savior! may we feel
The full importance of this hour.
Inspire our hearts with holy zeal,
And aid us by Thy Spirit's power,
That we may in Thy strength be strong,
And brave the conflict valiantly;
Then, on Mount Zion, join the song,
And swell the notes of victory.
"
2485|689|1 |"Day of judgement, day of wonders!
Hark the trumpet's awful sound,
Louder than a thousand thunders,
Shakes the vast creation round!
How the summons,
How the summons
Will the sinner's heart confound!
"
2486|689|2 |"See the Lord in glory nearing,
Clothed in majesty divine.
You who long for His appearing,
Then shall say, ""This God is mine!""
Gracious Savior,
Gracious Savior,
Own me in that day as Thine.
"
2487|689|3 |"At His call the dead awaken,
Rise to life form earth and sea!
All the powers of nature shaken
By His looks prepare to flee.
Careless sinner,
Careless sinner,
What will then become of thee?
"
2488|689|4 |"But to those who have confessed
Loved and served the Lord below,
He will say, ""Come near, ye blessed,
See the kingdom I bestow;
You forever,
You forever
Shall my love and glory know.""
"
2489|690|1 |"Soon shall the trump of God
Give out the welcome sound,
That shakes death's silent chamber walls,
And breaks the turf-sealed ground.
"
2490|690|2 |"You dwellers in the dust,
Awake, come forth, and sing;
Sharp has your frost of winter been,
But bright shall be your spring.
"
2491|690|3 |"'Twas sown in weakness here;
'Twill then be raised in power;
That which was sown an earthly seed
Shall rise a heav'nly flower.
"
2492|691|1 |"Jerusalem, my happy home,
O how I long for thee!
When will my sorrows have an end,
The joys when shall I see?
"
2493|691|2 |"Thy walls are all of precious stone,
Most glorious to behold;
Thy gates are richly set with pearl,
Thy streets are paved with gold.
"
2494|691|3 |"Thy garden and thy pleasant walks
My study long have been;
Such dazzling views by human sight
Have never yet been seen.
"
2495|691|4 |"Lord, help us by Thy mighty grace,
To keep in view the prize,
Till Thou dost come to take us home
To that blest paradise.
"
2496|692|1 |"For all the saints who from their labors rest,
Who Thee by faith before the world confessed,
Thy name, O Jesus, be forever blest.
Alleluia! Alleluia!
"
2497|692|2 |"Thou wast their Rock, their Fortress and their Might;
Thou, Lord, their captain in the well-fought fight;
Thou, in the darkness drear, their one true light.
Alleluia! Alleluia!
"
2498|692|3 |"O may Thy soldiers, faithful, true, and bold,
Fight as the saints who nobly fought of old,
And win with them the victor's crown of gold.
Alleluia! Alleluia!
"
2499|692|4 |"And when the strife is fierce, the warfare long,
Steals on the ear the distant triumph song,
And hearts are brave again, and arms are strong.
Alleluia! Alleluia!
"
2500|692|5 |"From earth's wide bounds, from ocean's farthest coast,
Thro' gates of pearl streams in the countless host,
Singing to Father, Son, and Holy Ghost,
Alleluia! Alleluia!
"
2501|693|1 |"Come, we that love the Lord,
And let our joys be known;
Join in a song with sweet accord,
Join in a song with sweet accord,
And thus surround the throne,
And thus surround the throne.
"
2502|693|2 |"Let those refuse to sing
Who never knew our God;
But children of the heavenly King,
But children of the heavenly King
May speak their joys abroad,
May speak their joys abroad.
"
2503|693|3 |"The hill of Zion yields
A thousand sacred sweets,
Before we reach the heavenly fields,
Before we reach the heavenly fields,
Or walk the golden streets,
Or walk the golden streets.
"
2504|693|4 |"Then let our songs abound,
And every tear be dry;
We're marching through Immanuel's ground,
We're marching through Immanuel's ground,
To fairer worlds on high,
To fairer worlds on high.
"
2505|694|1 |"Glorious things of thee are spoken,
Zion, city of our God;
He whose word cannot be broken
Formed thee for His own abode;
On the Rock of Ages founded,
What can shake thy sure repose?
With salvation's wall surrounded,
Thou mayst smile at all thy foes.
"
2506|694|2 |"See the streams of living waters
Springing from eternal love,
Well supply thy sons and daughters,
And all fear and want remove;
Who can faint when such a river
Ever flows their thirst to assuage?
Grace, which, like the Lord, the Giver,
Never fails from age to age.
"
2507|694|3 |"Round each habitation hovering,
See the cloud and fire appear
For a glory and a covering,
Showing that the Lord is near;
Blest inhabitants of Zion,
Washed in the Redeemer's blood;
Jesus, whom their souls rely on,
Makes them kings and priests to God.
"
2508|694|4 |"Savior, if of Zion's city
I, through grace, a member am,
Let the world deride or pity,
I will glory in Thy name;
Fading is the worldling's pleasure,
All his boasted pomp and show;
Solid joys and lasting treasure
None but Zion's children know.
"
2509|695|1 |"For thee, O dear, dear country,
Mine eyes their vigils keep;
For very love beholding
Thy holy name, they weep.
The mention of thy glory
Is unction to the breast,
And medicine in sickness,
And love, and life, and rest.
"
2510|695|2 |"O one, O only mansion!
O Paradise of joy!
Where tears are ever banish'd
And smiles have no alloy;
Thy loveliness oppresses
All human thought and heart,
And none, O Peace, O Sion,
Can sing thee as thou art.
"
2511|695|3 |"With jasper glow thy burlwarks,
Thy streets with emeralds blaze;
The sardius and the topaz
Unite in thee their rays.
Thine ageless walls are bonded
With amethyst unpriced;
The saints shall build thy fabric,
And the cornerstone is Christ.
"
2512|695|4 |"The cross is all thy splendor,
The Crucified thy praise;
His laud and benediction
Thy ransom'd saints shall raise;
Upon the Rock of Ages
They build thy holy tower;
Thine is the vector's laurel,
And thine the golden dower.
"
2513|695|5 |"O sweet and blessed country,
The home of God's elect!
O sweet and blessed country
That eager hearts expect!
Jesus, in mercy bring us
To that dear land of rest,
Who art, with God the Father,
And Spirit, ever blest.
"
2514|696|1 |"There is singing up in heaven such as we have never known,
Where the angels sing the praises of the Lamb upon the throne;
Their sweet harps are ever tuneful and their voices are always clear,
O that we might be more like them while we serve the Master here!
"
2515|696|2 |"But I hear another anthem, blending voices clear and strong,
""Unto Him who hath redeemed us and hath bought us,"" is the song;
We have come thro' tribulations to this land so fair and bright,
In the fountain freely flowing He hath made our garments white.
"
2516|696|3 |"Then the angels stand and listen, for they cannot join that song,
Like the sound of many waters, by that happy, blood-washed throng;
For they sing about great trials, battles fought and vict'ries won,
And they praised the great Redeemer, who hath said to them, ""Well done.""
"
2517|696|4 |"So, although I'm not an angel, yet I know that over there
I will join a blessed chorus that the angels cannot share;
I will sing about my Savior, who upon dark Calvary
Freely pardoned my transgressions, died to set the sinner free.
"
2518|697|1 |"I shall see the King
Where the angels sing,
I shall see the King some day,
In the better land,
On that golden strand,
And with Him shall ever stay.
"
2519|697|2 |"In the land of song,
In the glory throng,
Where there never comes a night,
With my Lord once slain
I shall ever reign
In the glory land of light.
"
2520|697|3 |"I shall see the King,
All my tributes bring,
And shall look upon His face;
Then my song shall be
How He ransomed me
And has kept me by His grace.
"
2521|698|1 |"In the land of fadeless day
Lies ""the city four-square;""
It shall never pass away,
And there is ""no night there.""
"
2522|698|2 |"All the gates of pearl are made,
In ""the city four-square;""
All the streets with gold are laid,
And there is ""no night there.""
"
2523|698|3 |"And the gates shall never close
To ""the city four-square;""
There life's crystal river flows,
And there is ""no night there.""
"
2524|698|4 |"There they need no sunshine bright,
In ""that city four-square;""
For the Lamb is all the light,
And there is ""no night there.""
"
2525|699|1 |"There's a land that is fairer than day,
And by faith we can see it afar;
For the Father waits over the way,
To prepare us a dwelling place there.
"
2526|699|2 |"We shall sing on that beautiful shore
The melodious songs of the blest,
And our spirits shall sorrow no more
Not a sigh for the blessing of rest.
"
2527|699|3 |"To our bountiful Father above,
We will offer a tribute of praise,
For the glorious gift of His love,
And the blessings that hallow our days.
"
2528|700|1 |"Jerusalem the golden,
With milk and honey blest,
Beneath thy contemplation
Sink heart and voice oppressed.
I know not, O I know not
What holy joys are there;
What radiancy of glory,
What bliss beyond compare.
"
2529|700|2 |"They stand, those halls of Zion,
All jubilant with song,
And bright with many an angel,
And all the martyr throng.
The Prince is ever in them,
The daylight is serene;
The pastures of the blessed
Are decked in glorious sheen.
"
2530|700|3 |"There is the throne of David,
And there, from care released,
The shout of them that triumph,
The song of them that feast;
And they who, with their Leader,
Have conquered in the fight,
Forever and forever
Are clad in robes of white.
"
2531|700|4 |"O sweet and blessed country,
The home of God's elect!
O sweet and blessed country,
That eager hearts expect!
Jesus, in mercy bring us
To that dear land of rest;
Who art, with God the Father,
And Spirit, ever blest.
"
2532|701|1 |"O there'll be joy when the work is done,
Joy when the reapers gather home,
Bringing the sheaves at set of sun
To the New Jerusalem.
"
2533|701|2 |"Sweet are the songs that we hope to sing,
Grateful the thanks our hearts shall bring,
Praising forever Christ our King
In the New Jerusalem.
"
2534|701|3 |"Pure are the joys that await us there,
Many the golden mansions fair;
Jesus Himself doth them prepare,
In the New Jerusalem.
"
2535|702|1 |"Come let us sing of homeland,
Down by the crystal sea;
Wonderful land where Jesus
Buildeth a mansion for me.
"
2536|702|2 |"Water of life there floweth,
Fruit in abundant store;
Citizens of that country
Hunger and thirst nevermore.
"
2537|702|3 |"Come go with me to homeland,
Jesus invites you there;
Help spread the invitation,
Tell it to men everywhere.
"
2538|703|1 |"Shall we gather at the river
Where bright angel feet have trod,
With its crystal tide forever
Flowing by the throne of God?
"
2539|703|2 |"On the margin of the river,
Washing up its silver spray,
We will walk and worship ever,
All the happy golden day.
"
2540|703|3 |"Ere we reach the shining river,
Lay we every burden down;
Grace our spirits will deliver,
And provide a robe and crown.
"
2541|703|4 |"Soon we'll reach the shining river,
Soon our pilgrimage will cease,
Soon our happy hearts will quiver
With the melody of peace.
"
2542|704|1 |"Ten thousand times ten thousand,
In sparkling raiment bright,
The armies of the ransomed saints
Throng up the steeps of light.
'Tis finished, all is finished,
Their fight with death and sin.
Fling open wide the golden gates,
And let the victors in.
"
2543|704|2 |"What rush of hallelujahs
Fills all the earth and sky!
The ringing of a thousand harps
Proclaims the triumph high.
O day for which creation
And all its tribes were made!
O joy, for all its former woes
A thousandfold repaid!
"
